Order Number,Order Date and Time,Order_City,Restaurant Type,Total Bill (in Saudi Riyals),Delivery Duration (in minutes),Customer Rating (from 1 to 5 stars)
7288,12/25/2022 12:42,Khobar,Sweets,259.03,19,3
7289,7/30/2022 18:22,Hail,Coffee,398.40,6,1
7290,1/21/2022 2:25,Dammam,Bakeries,258.03,6,3
7291,8/18/2022 23:39,Hail,Seafood,630.47,9,1
7292,2/23/2024 2:03,Buraidah,Bakeries,282.07,19,3
7293,9/30/2022 21:00,Dammam,Indian Cuisine,397.35,11,2
7294,1/26/2025 19:00,Dammam,Pizzeria,125.22,12,2
7295,10/4/2024 7:00,Medina,Sweets,721.90,5,3
7296,11/4/2022 9:39,Hail,Sweets,574.62,12,2
7297,8/25/2024 12:02,Hail,Indian Cuisine,225.94,11,1
7298,1/18/2023 21:07,Khobar,Burger,318.63,6,4
7299,5/27/2023 3:02,Buraidah,Fast Food,318.02,8,5
7300,11/10/2023 13:34,Khobar,Bakeries,568.42,5,3
7301,10/26/2023 0:00,Riyadh,Italian Cuisine,56.65,17,2
7302,12/4/2022 10:51,Hail,Vegetarian/Vegan,230.73,8,4
7303,2/21/2023 13:44,Tabuk,Fast Food,309.97,8,2
7304,8/13/2024 12:08,Buraidah,Sushi,634.19,18,3
7305,8/12/2024 6:28,Khobar,Sushi,329.60,16,4
7306,1/1/2022 20:45,Jeddah,Pizzeria,408.97,6,4
7307,11/18/2022 5:37,Dammam,Pizzeria,708.68,19,2
7308,7/20/2023 21:44,Tabuk,Sweets,147.98,8,5
7309,3/27/2022 7:54,Abha,Fast Food,431.14,7,5
7310,5/5/2022 9:34,Buraidah,Seafood,282.01,17,2
7311,7/27/2024 17:09,Mecca,Burger,252.70,5,3
7312,8/6/2023 14:17,Jeddah,Coffee,196.21,5,1
7313,6/30/2022 10:08,Khobar,Seafood,75.36,7,3
7314,10/17/2023 2:01,Medina,Pizzeria,333.54,5,3
7315,7/30/2022 17:39,Jeddah,Vegetarian/Vegan,287.04,17,4
7316,8/5/2024 2:54,Buraidah,Vegetarian/Vegan,170.50,8,5
7317,3/4/2022 9:13,Jeddah,Sushi,74.67,7,2
7318,1/11/2025 19:05,Abha,Fast Food,796.15,5,3
7319,10/4/2022 1:16,Riyadh,Indian Cuisine,496.90,6,3
7320,9/23/2023 3:05,Mecca,Italian Cuisine,49.99,11,2
7321,4/18/2022 9:34,Buraidah,Pizzeria,345.59,19,4
7322,6/8/2022 21:15,Tabuk,Vegetarian/Vegan,768.18,7,3
7323,7/3/2023 4:02,Mecca,Sweets,160.53,17,2
7324,12/13/2022 4:41,Mecca,Seafood,730.13,12,3
7325,7/8/2024 14:19,Medina,Bakeries,673.83,13,3
7326,6/14/2023 20:15,Buraidah,Burger,469.68,12,3
7327,8/11/2024 9:19,Buraidah,Seafood,360.20,17,3
7328,10/16/2023 23:07,Medina,Barbecue,47.14,7,4
7329,11/14/2023 11:44,Jeddah,Coffee,101.77,5,4
7330,1/13/2022 21:33,Dammam,Fast Food,376.75,14,4
7331,1/23/2025 14:53,Hail,Burger,433.62,6,3
7332,1/29/2023 6:46,Tabuk,Burger,292.66,7,2
7333,4/14/2023 1:48,Khobar,Barbecue,438.86,4,5
7334,1/11/2022 12:28,Buraidah,Indian Cuisine,720.83,15,3
7335,4/1/2024 7:48,Khobar,Pizzeria,380.00,13,3
7336,8/11/2022 15:24,Medina,Burger,780.18,14,3
7337,5/28/2023 18:41,Khobar,Sushi,607.48,8,3
7338,2/22/2024 3:20,Khobar,Vegetarian/Vegan,663.00,15,5
7339,6/30/2023 23:56,Hail,Pizzeria,531.72,19,1
7340,10/15/2024 16:39,Mecca,Burger,196.71,16,1
7341,10/5/2024 13:05,Mecca,Italian Cuisine,123.51,6,3
7342,4/30/2022 8:59,Abha,Sweets,192.31,19,3
7343,12/16/2022 23:17,Buraidah,Seafood,180.74,8,3
7344,7/5/2022 9:05,Medina,Sweets,131.52,8,4
7345,10/3/2024 23:54,Jeddah,Vegetarian/Vegan,280.23,6,4
7346,9/5/2024 0:38,Khobar,Burger,572.60,19,1
7347,12/17/2023 20:07,Jeddah,Coffee,48.59,15,3
7348,12/2/2022 16:11,Jeddah,Fast Food,402.10,11,2
7349,11/24/2024 2:55,Riyadh,Burger,552.46,18,3
7350,11/25/2023 9:16,Hail,Barbecue,504.46,8,3
7351,12/17/2024 4:32,Medina,Bakeries,783.33,17,2
7352,8/22/2023 2:15,Riyadh,Bakeries,327.86,7,4
7353,7/17/2022 5:48,Medina,Fast Food,656.67,16,1
7354,9/14/2023 1:09,Hail,Seafood,766.96,10,3
7355,9/11/2023 2:29,Tabuk,Coffee,153.47,8,2
7356,4/16/2023 15:48,Riyadh,Indian Cuisine,780.76,11,4
7357,10/16/2024 4:44,Tabuk,Coffee,691.52,9,2
7358,7/12/2023 15:27,Riyadh,Pizzeria,49.77,14,3
7359,7/3/2023 0:01,Khobar,Vegetarian/Vegan,591.64,12,1
7360,11/13/2024 7:01,Dammam,Pizzeria,689.96,8,1
7361,12/16/2022 13:21,Abha,Vegetarian/Vegan,769.14,8,5
7362,8/13/2022 14:25,Abha,Fast Food,393.33,6,4
7363,7/24/2023 6:15,Khobar,Bakeries,796.65,8,4
7364,10/11/2024 20:54,Khobar,Barbecue,743.32,10,2
7365,11/23/2024 16:11,Tabuk,Italian Cuisine,637.67,19,4
7366,2/28/2023 11:53,Jeddah,Burger,701.84,10,2
7367,2/3/2024 13:35,Jeddah,Fast Food,211.19,15,3
7368,1/16/2023 16:26,Hail,Sweets,759.96,18,3
7369,1/25/2023 7:21,Khobar,Fast Food,129.64,10,4
7370,2/27/2023 16:14,Jeddah,Indian Cuisine,426.80,17,5
7371,4/24/2023 3:10,Hail,Fast Food,263.75,15,4
7372,1/24/2022 3:15,Mecca,Vegetarian/Vegan,87.10,5,1
7373,1/5/2023 19:50,Jeddah,Fast Food,291.95,5,2
7374,10/2/2022 11:34,Jeddah,Pizzeria,381.17,6,4
7375,2/27/2022 6:27,Mecca,Barbecue,314.37,17,4
7376,7/15/2023 7:53,Medina,Sushi,474.69,8,5
7377,3/20/2023 15:25,Khobar,Indian Cuisine,437.58,14,4
7378,2/18/2024 18:39,Buraidah,Bakeries,119.75,7,4
7379,4/13/2022 23:18,Abha,Seafood,703.27,16,1
7380,12/25/2024 16:13,Medina,Indian Cuisine,69.04,10,3
7381,1/1/2023 19:26,Buraidah,Barbecue,401.98,15,4
7382,11/23/2024 22:21,Tabuk,Italian Cuisine,343.35,8,2
7383,10/9/2023 22:07,Jeddah,Seafood,354.75,8,2
7384,8/10/2022 7:35,Hail,Pizzeria,589.59,17,4
7385,8/1/2024 2:14,Mecca,Vegetarian/Vegan,775.38,7,1
7386,8/15/2023 12:04,Khobar,Sushi,242.95,14,2
7387,5/28/2024 0:31,Abha,Sushi,194.81,4,3
7388,6/19/2024 16:13,Riyadh,Barbecue,754.69,11,2
7389,9/29/2022 5:17,Jeddah,Bakeries,466.44,7,3
7390,11/5/2023 12:08,Dammam,Sushi,567.27,9,2
7391,8/13/2024 8:45,Medina,Indian Cuisine,443.06,10,5
7392,8/20/2022 4:43,Hail,Italian Cuisine,483.96,8,4
7393,8/17/2022 23:14,Jeddah,Sweets,337.77,14,3
7394,7/11/2023 5:58,Mecca,Indian Cuisine,89.57,14,2
7395,1/22/2024 9:43,Medina,Fast Food,249.07,7,4
7396,2/14/2022 18:55,Abha,Pizzeria,45.12,14,3
7397,11/2/2024 5:04,Tabuk,Fast Food,77.26,11,2
7398,1/20/2025 2:37,Tabuk,Barbecue,765.91,9,4
7399,5/23/2024 2:35,Tabuk,Burger,603.23,6,5
7400,5/20/2022 4:38,Abha,Bakeries,357.75,10,2
7401,10/27/2023 2:20,Buraidah,Barbecue,784.40,8,4
7402,6/29/2024 8:08,Mecca,Fast Food,523.26,13,4
7403,7/17/2022 18:45,Riyadh,Coffee,79.62,16,4
7404,4/20/2024 12:28,Tabuk,Bakeries,741.51,9,2
7405,12/5/2022 0:44,Khobar,Sushi,380.80,5,5
7406,9/17/2023 23:14,Medina,Bakeries,69.51,13,2
7407,10/15/2022 14:16,Abha,Sushi,733.50,16,4
7408,6/28/2023 18:22,Jeddah,Italian Cuisine,100.43,20,2
7409,1/9/2023 1:57,Hail,Burger,202.43,7,3
7410,9/5/2023 14:55,Mecca,Indian Cuisine,681.86,6,1
7411,9/6/2023 17:58,Medina,Pizzeria,230.55,17,2
7412,6/15/2024 21:12,Buraidah,Seafood,392.73,13,4
7413,6/20/2022 16:37,Tabuk,Sweets,200.91,10,4
7414,9/3/2023 18:15,Medina,Sushi,662.68,9,2
7415,5/9/2022 19:30,Buraidah,Sushi,182.61,14,4
7416,2/4/2024 13:33,Hail,Italian Cuisine,729.55,8,4
7417,3/6/2023 22:22,Buraidah,Bakeries,533.17,9,4
7418,11/16/2023 12:45,Hail,Barbecue,52.90,18,3
7419,6/25/2023 1:42,Jeddah,Italian Cuisine,604.96,6,4
7420,12/24/2022 3:47,Mecca,Fast Food,68.56,6,5
7421,9/2/2023 3:55,Abha,Barbecue,781.88,13,3
7422,2/6/2022 4:13,Jeddah,Barbecue,189.04,17,2
7423,2/14/2022 13:20,Hail,Burger,683.89,18,3
7424,9/9/2023 2:38,Khobar,Coffee,43.04,11,2
7425,3/22/2022 5:51,Mecca,Pizzeria,200.58,10,3
7426,2/28/2024 16:45,Tabuk,Bakeries,758.28,15,1
7427,4/17/2023 23:42,Jeddah,Indian Cuisine,416.90,8,3
7428,1/5/2024 0:39,Buraidah,Bakeries,434.75,19,4
7429,7/30/2023 15:18,Medina,Vegetarian/Vegan,515.02,7,3
7430,1/26/2024 19:16,Mecca,Sushi,695.15,7,4
7431,11/12/2023 15:23,Medina,Sweets,432.68,7,3
7432,6/6/2024 3:59,Abha,Bakeries,435.94,5,2
7433,9/18/2024 10:25,Hail,Vegetarian/Vegan,678.79,6,2
7434,9/13/2023 20:37,Abha,Sweets,646.86,17,5
7435,7/26/2022 2:28,Buraidah,Bakeries,414.44,10,2
7436,6/4/2023 8:57,Khobar,Sushi,655.71,20,4
7437,3/13/2024 16:36,Hail,Italian Cuisine,47.36,11,2
7438,7/4/2024 12:52,Mecca,Pizzeria,781.88,16,1
7439,1/30/2025 19:59,Mecca,Pizzeria,561.89,6,4
7440,9/25/2023 23:45,Tabuk,Sushi,40.15,13,4
7441,9/13/2023 18:04,Buraidah,Indian Cuisine,433.38,13,5
7442,4/25/2024 1:30,Buraidah,Vegetarian/Vegan,455.55,10,2
7443,2/19/2023 8:21,Buraidah,Sushi,693.25,6,3
7444,6/3/2023 6:15,Khobar,Sweets,189.86,5,3
7445,2/13/2022 20:22,Jeddah,Vegetarian/Vegan,167.13,18,3
7446,2/23/2023 18:13,Riyadh,Barbecue,448.93,15,4
7447,11/1/2024 6:13,Tabuk,Sushi,481.40,18,3
7448,9/8/2023 17:22,Hail,Barbecue,284.08,18,4
7449,9/3/2023 5:57,Khobar,Sushi,585.18,5,3
7450,11/2/2022 22:49,Dammam,Seafood,138.06,18,3
7451,9/5/2023 5:52,Dammam,Vegetarian/Vegan,635.52,4,3
7452,10/20/2024 16:32,Mecca,Sushi,528.62,17,2
7453,8/2/2022 4:59,Khobar,Seafood,175.12,14,2
7454,10/9/2024 13:40,Mecca,Fast Food,115.02,16,3
7455,7/17/2023 18:47,Jeddah,Sweets,264.25,15,3
7456,2/15/2024 17:38,Mecca,Bakeries,774.90,16,4
7457,4/28/2023 18:12,Khobar,Indian Cuisine,238.62,20,2
7458,2/4/2022 7:30,Khobar,Barbecue,560.94,12,4
7459,8/29/2022 10:52,Dammam,Coffee,530.53,13,2
7460,12/25/2022 9:27,Mecca,Italian Cuisine,464.39,5,5
7461,4/17/2023 11:25,Tabuk,Indian Cuisine,523.26,10,1
7462,10/26/2024 9:53,Mecca,Pizzeria,477.11,12,1
7463,8/5/2023 0:53,Khobar,Bakeries,651.02,10,4
7464,8/9/2023 11:42,Khobar,Pizzeria,645.76,18,4
7465,12/20/2022 9:41,Khobar,Coffee,429.39,6,1
7466,6/28/2022 13:53,Khobar,Seafood,104.15,10,5
7467,12/5/2023 8:16,Dammam,Pizzeria,696.17,6,5
7468,4/9/2022 15:13,Jeddah,Sushi,300.96,13,3
7469,12/11/2024 18:03,Mecca,Sushi,105.05,12,3
7470,2/14/2023 8:06,Riyadh,Vegetarian/Vegan,132.81,13,1
7471,4/10/2024 14:56,Mecca,Barbecue,291.94,9,1
7472,9/1/2023 10:14,Mecca,Vegetarian/Vegan,189.68,12,2
7473,9/4/2022 20:36,Khobar,Seafood,364.74,10,2
7474,1/23/2024 10:02,Tabuk,Italian Cuisine,446.55,20,4
7475,9/8/2022 11:38,Medina,Fast Food,119.61,20,3
7476,1/4/2025 1:44,Dammam,Fast Food,758.18,19,5
7477,11/1/2023 19:33,Mecca,Vegetarian/Vegan,62.89,16,5
7478,3/13/2024 2:28,Dammam,Fast Food,452.89,8,3
7479,1/23/2024 1:17,Jeddah,Fast Food,51.34,9,3
7480,6/27/2022 7:28,Medina,Burger,68.10,9,4
7481,1/12/2025 11:19,Mecca,Fast Food,199.84,9,1
7482,12/15/2023 7:49,Medina,Barbecue,402.80,15,2
7483,3/14/2022 7:56,Tabuk,Fast Food,685.28,17,3
7484,1/23/2025 0:51,Hail,Sweets,779.73,5,2
7485,5/14/2022 5:09,Khobar,Barbecue,133.10,4,2
7486,11/23/2023 1:11,Medina,Sushi,424.67,19,2
7487,1/19/2024 2:14,Abha,Barbecue,659.48,9,4
7488,6/12/2023 10:32,Tabuk,Vegetarian/Vegan,116.22,8,2
7489,10/23/2024 22:19,Medina,Italian Cuisine,520.20,8,4
7490,6/3/2024 19:34,Medina,Coffee,96.18,13,2
7491,12/13/2024 13:11,Mecca,Indian Cuisine,307.51,8,3
7492,3/28/2024 9:22,Medina,Pizzeria,455.94,13,4
7493,12/15/2023 8:44,Riyadh,Bakeries,799.79,19,3
7494,2/4/2022 22:47,Mecca,Bakeries,226.85,14,4
7495,3/14/2024 18:06,Medina,Seafood,412.82,13,5
7496,11/21/2023 17:57,Mecca,Barbecue,477.74,12,5
7497,3/16/2022 20:55,Buraidah,Indian Cuisine,562.62,16,1
7498,3/16/2023 16:41,Riyadh,Vegetarian/Vegan,547.21,6,2
7499,4/22/2023 17:33,Hail,Seafood,492.41,7,4
7500,1/10/2023 20:32,Medina,Coffee,630.69,4,2
7501,4/5/2024 9:13,Buraidah,Fast Food,308.45,9,5
7502,3/9/2022 7:56,Tabuk,Fast Food,473.75,15,3
7503,9/2/2023 12:39,Dammam,Sweets,468.19,10,5
7504,2/27/2022 23:12,Buraidah,Barbecue,158.40,12,4
7505,12/26/2024 22:24,Buraidah,Bakeries,365.94,14,4
7506,5/5/2022 20:12,Mecca,Fast Food,346.88,6,5
7507,6/30/2022 19:51,Mecca,Coffee,71.96,13,1
7508,4/5/2023 0:45,Jeddah,Vegetarian/Vegan,578.45,15,3
7509,10/18/2022 2:25,Dammam,Indian Cuisine,632.88,12,3
7510,8/10/2023 16:00,Tabuk,Vegetarian/Vegan,340.37,8,5
7511,5/23/2024 21:34,Abha,Coffee,83.70,18,4
7512,5/8/2022 8:29,Medina,Vegetarian/Vegan,216.30,10,3
7513,5/22/2023 10:38,Medina,Italian Cuisine,578.96,12,2
7514,7/14/2023 5:34,Dammam,Fast Food,772.63,6,3
7515,9/8/2024 17:35,Medina,Burger,678.75,13,3
7516,12/25/2023 23:40,Dammam,Sweets,733.50,18,5
7517,11/2/2024 8:55,Buraidah,Burger,349.55,14,2
7518,9/1/2023 4:32,Mecca,Italian Cuisine,282.63,16,2
7519,12/16/2022 21:21,Medina,Sweets,203.05,7,2
7520,8/5/2024 21:58,Mecca,Coffee,226.82,7,2
7521,8/5/2023 20:14,Dammam,Coffee,649.13,12,4
7522,7/22/2022 14:14,Khobar,Bakeries,95.05,16,3
7523,3/27/2023 21:26,Khobar,Burger,742.76,14,3
7524,2/5/2024 1:11,Hail,Sweets,725.90,18,2
7525,12/24/2024 20:02,Jeddah,Seafood,385.40,4,1
7526,10/7/2022 4:48,Medina,Coffee,516.22,13,2
7527,3/2/2022 10:53,Dammam,Sushi,623.40,11,2
7528,7/16/2024 23:34,Medina,Italian Cuisine,492.96,19,3
7529,6/16/2022 14:45,Dammam,Sushi,726.40,7,2
7530,2/28/2023 5:44,Abha,Vegetarian/Vegan,345.57,20,3
7531,12/14/2022 4:10,Medina,Sushi,241.81,8,5
7532,12/2/2023 17:34,Abha,Sushi,132.02,10,4
7533,2/26/2024 0:00,Abha,Pizzeria,233.18,14,4
7534,6/20/2024 0:47,Tabuk,Coffee,211.17,11,4
7535,6/24/2023 15:29,Riyadh,Sushi,211.09,15,4
7536,4/5/2024 20:18,Riyadh,Barbecue,722.79,8,3
7537,12/8/2024 11:11,Hail,Sweets,362.66,18,2
7538,8/12/2023 20:42,Khobar,Bakeries,665.83,8,2
7539,1/2/2023 12:04,Hail,Sushi,252.50,13,2
7540,8/12/2023 12:12,Abha,Coffee,585.03,16,1
7541,6/18/2023 19:33,Mecca,Seafood,243.64,9,3
7542,4/29/2023 10:14,Medina,Sweets,785.70,18,5
7543,1/8/2023 15:20,Dammam,Barbecue,368.13,7,4
7544,10/26/2024 18:29,Buraidah,Barbecue,584.80,10,4
7545,3/15/2024 16:29,Buraidah,Seafood,96.28,11,1
7546,1/7/2024 8:12,Hail,Barbecue,578.18,18,5
7547,8/8/2022 5:45,Khobar,Fast Food,610.61,10,2
7548,9/3/2024 18:50,Jeddah,Sushi,428.11,11,3
7549,4/15/2023 6:15,Abha,Burger,114.90,6,3
7550,8/26/2024 11:45,Mecca,Sushi,293.51,14,4
7551,4/27/2023 23:53,Jeddah,Sweets,611.98,18,3
7552,7/20/2024 14:21,Dammam,Bakeries,310.83,4,2
7553,9/13/2024 15:24,Riyadh,Pizzeria,648.90,10,4
7554,1/14/2023 5:16,Khobar,Fast Food,685.61,12,3
7555,2/22/2024 23:09,Hail,Indian Cuisine,365.53,16,1
7556,4/23/2024 20:10,Hail,Bakeries,503.03,6,1
7557,11/7/2022 15:35,Khobar,Barbecue,627.43,10,4
7558,10/12/2022 17:30,Hail,Indian Cuisine,125.45,14,1
7559,6/9/2022 18:19,Tabuk,Pizzeria,523.79,10,2
7560,5/23/2024 20:48,Buraidah,Italian Cuisine,305.22,11,4
7561,11/28/2024 1:39,Jeddah,Vegetarian/Vegan,128.53,17,3
7562,12/21/2022 18:33,Dammam,Pizzeria,514.72,19,1
7563,7/6/2023 6:36,Tabuk,Barbecue,223.37,19,3
7564,1/19/2022 16:58,Tabuk,Italian Cuisine,421.81,10,4
7565,7/22/2024 17:39,Riyadh,Vegetarian/Vegan,128.32,13,5
7566,4/13/2022 17:46,Medina,Seafood,163.06,10,3
7567,8/19/2023 9:08,Jeddah,Sushi,182.82,5,3
7568,10/26/2024 17:48,Mecca,Fast Food,645.29,9,4
7569,5/1/2022 8:52,Jeddah,Seafood,505.81,11,3
7570,1/4/2024 0:58,Jeddah,Coffee,197.36,12,3
7571,12/16/2022 2:32,Abha,Italian Cuisine,331.90,7,2
7572,3/16/2022 8:22,Jeddah,Seafood,646.93,14,4
7573,5/16/2023 1:03,Medina,Barbecue,531.20,19,5
7574,10/16/2023 15:23,Jeddah,Bakeries,228.85,11,4
7575,9/7/2023 20:34,Riyadh,Sweets,613.70,18,5
7576,8/12/2023 22:38,Riyadh,Coffee,520.47,7,3
7577,9/13/2023 5:51,Medina,Italian Cuisine,90.58,9,2
7578,7/16/2022 4:04,Tabuk,Vegetarian/Vegan,671.40,5,4
7579,7/31/2022 8:46,Medina,Fast Food,594.33,9,5
7580,1/9/2022 12:10,Dammam,Barbecue,771.68,7,2
7581,6/22/2023 18:57,Hail,Italian Cuisine,431.43,20,4
7582,8/25/2023 12:46,Medina,Fast Food,226.02,11,3
7583,3/24/2022 8:25,Dammam,Barbecue,56.42,7,5
7584,6/22/2024 22:21,Riyadh,Vegetarian/Vegan,353.41,9,2
7585,8/7/2022 6:23,Medina,Burger,455.39,8,2
7586,1/19/2022 13:17,Mecca,Seafood,503.80,15,2
7587,6/28/2023 17:49,Medina,Bakeries,101.67,5,2
7588,7/18/2023 23:21,Hail,Italian Cuisine,333.50,17,4
7589,10/15/2024 8:47,Riyadh,Coffee,158.97,6,4
7590,4/4/2022 14:25,Jeddah,Barbecue,311.42,19,4
7591,4/6/2023 17:52,Abha,Fast Food,436.49,11,2
7592,11/3/2022 12:46,Dammam,Fast Food,585.44,8,2
7593,6/11/2024 6:53,Hail,Coffee,693.21,5,1
7594,5/28/2023 8:25,Jeddah,Coffee,622.23,7,4
7595,9/3/2024 3:51,Jeddah,Barbecue,620.41,19,3
7596,1/4/2025 7:09,Riyadh,Coffee,737.15,19,4
7597,5/4/2023 19:12,Medina,Sushi,137.11,17,5
7598,11/28/2024 4:25,Medina,Vegetarian/Vegan,293.72,17,3
7599,8/14/2024 20:51,Jeddah,Sweets,434.24,14,3
7600,9/23/2024 21:33,Khobar,Vegetarian/Vegan,678.35,14,2
7601,10/25/2023 5:22,Buraidah,Fast Food,267.26,20,4
7602,9/17/2024 8:45,Jeddah,Fast Food,735.84,7,1
7603,3/25/2023 4:38,Jeddah,Indian Cuisine,36.71,19,2
7604,8/5/2022 11:46,Hail,Indian Cuisine,320.37,17,4
7605,6/24/2022 8:02,Khobar,Pizzeria,765.14,5,1
7606,6/9/2024 23:45,Mecca,Burger,328.96,13,5
7607,10/23/2024 19:35,Jeddah,Vegetarian/Vegan,579.29,19,1
7608,12/16/2022 9:10,Buraidah,Italian Cuisine,581.68,7,4
7609,2/12/2022 5:14,Mecca,Barbecue,598.03,11,2
7610,7/1/2023 13:43,Tabuk,Fast Food,739.12,16,4
7611,7/14/2022 12:38,Khobar,Sweets,788.93,13,2
7612,10/19/2022 20:38,Riyadh,Sushi,161.04,6,2
7613,5/13/2022 7:41,Khobar,Barbecue,128.73,13,3
7614,5/3/2022 16:53,Buraidah,Indian Cuisine,181.32,5,2
7615,6/28/2023 13:22,Hail,Seafood,766.51,16,1
7616,11/9/2023 14:32,Khobar,Sweets,312.93,6,2
7617,9/26/2022 18:06,Dammam,Vegetarian/Vegan,633.27,13,1
7618,7/21/2023 19:10,Abha,Italian Cuisine,521.90,11,3
7619,4/18/2022 5:30,Dammam,Seafood,468.64,13,4
7620,8/24/2022 22:29,Dammam,Sushi,248.58,5,3
7621,1/27/2025 4:34,Abha,Barbecue,381.33,15,1
7622,7/9/2024 16:49,Buraidah,Seafood,536.20,9,4
7623,1/11/2025 19:39,Jeddah,Seafood,87.75,7,5
7624,11/1/2023 8:41,Mecca,Indian Cuisine,164.65,8,3
7625,8/15/2023 16:39,Tabuk,Bakeries,619.59,8,3
7626,1/12/2024 7:29,Dammam,Sweets,155.29,6,2
7627,1/3/2024 20:27,Tabuk,Indian Cuisine,299.49,11,5
7628,2/1/2024 13:33,Hail,Sushi,347.16,10,3
7629,4/15/2023 0:23,Riyadh,Sushi,290.57,17,5
7630,4/22/2024 17:58,Riyadh,Bakeries,141.48,8,1
7631,5/14/2024 20:26,Dammam,Italian Cuisine,618.42,12,3
7632,5/29/2023 17:20,Tabuk,Barbecue,582.93,6,3
7633,9/2/2023 18:06,Riyadh,Fast Food,208.88,13,2
7634,2/8/2023 3:24,Buraidah,Sushi,528.63,18,2
7635,10/28/2024 16:57,Abha,Sushi,436.86,10,4
7636,7/6/2023 22:09,Medina,Sushi,739.51,11,1
7637,5/11/2024 6:51,Abha,Seafood,350.56,10,4
7638,11/21/2022 20:19,Medina,Seafood,128.28,18,3
7639,10/3/2024 13:14,Dammam,Burger,440.09,8,3
7640,2/9/2022 16:02,Dammam,Bakeries,207.57,7,2
7641,1/5/2025 3:15,Riyadh,Coffee,732.23,12,4
7642,10/9/2022 22:15,Hail,Bakeries,770.16,13,3
7643,11/5/2022 23:47,Abha,Bakeries,532.79,7,5
7644,3/21/2022 10:21,Buraidah,Vegetarian/Vegan,655.08,17,4
7645,12/30/2022 2:25,Dammam,Italian Cuisine,317.02,6,4
7646,7/20/2024 11:59,Hail,Pizzeria,494.71,5,3
7647,11/13/2023 1:28,Abha,Indian Cuisine,688.33,4,2
7648,8/30/2022 17:32,Buraidah,Italian Cuisine,294.86,11,2
7649,6/19/2024 15:27,Dammam,Sweets,378.27,7,3
7650,3/18/2022 6:01,Dammam,Indian Cuisine,187.83,18,4
7651,1/18/2022 13:35,Buraidah,Vegetarian/Vegan,732.92,19,4
7652,10/19/2022 18:30,Jeddah,Sweets,731.99,11,2
7653,7/15/2022 12:59,Tabuk,Sweets,241.65,16,2
7654,11/5/2024 22:56,Abha,Fast Food,82.05,5,2
7655,1/29/2024 14:35,Medina,Italian Cuisine,796.53,6,2
7656,10/1/2023 20:09,Mecca,Coffee,86.19,15,2
7657,7/23/2023 21:14,Riyadh,Indian Cuisine,346.51,19,5
7658,10/30/2023 18:45,Buraidah,Vegetarian/Vegan,562.77,16,2
7659,5/20/2022 19:04,Abha,Indian Cuisine,386.32,7,3
7660,6/30/2022 10:07,Buraidah,Burger,583.27,16,1
7661,5/23/2023 1:59,Dammam,Fast Food,193.34,13,2
7662,6/17/2024 5:17,Hail,Barbecue,403.31,12,3
7663,7/7/2022 9:09,Dammam,Sushi,428.11,14,1
7664,11/13/2023 12:25,Buraidah,Burger,262.26,15,4
7665,12/25/2024 1:11,Mecca,Vegetarian/Vegan,309.87,19,3
7666,9/25/2022 18:30,Mecca,Sushi,682.95,10,3
7667,6/30/2024 23:13,Buraidah,Vegetarian/Vegan,675.32,9,3
7668,2/18/2023 6:57,Tabuk,Bakeries,443.75,18,4
7669,11/21/2022 16:57,Jeddah,Burger,263.65,11,2
7670,6/16/2022 4:24,Tabuk,Bakeries,562.48,17,2
7671,12/19/2023 11:15,Jeddah,Seafood,786.83,16,2
7672,5/8/2022 6:10,Riyadh,Vegetarian/Vegan,367.94,13,2
7673,6/6/2023 12:25,Khobar,Seafood,204.85,8,4
7674,6/21/2024 19:54,Jeddah,Italian Cuisine,225.08,15,5
7675,12/26/2023 19:13,Riyadh,Bakeries,779.18,19,4
7676,1/17/2025 8:49,Khobar,Pizzeria,36.73,10,2
7677,6/10/2023 23:00,Dammam,Sushi,75.26,12,2
7678,7/19/2023 18:26,Dammam,Sushi,269.66,17,1
7679,7/8/2024 11:41,Medina,Sweets,492.70,8,4
7680,5/9/2022 1:13,Medina,Seafood,494.72,9,4
7681,12/19/2023 10:07,Jeddah,Fast Food,558.74,17,3
7682,12/29/2022 4:51,Dammam,Coffee,613.73,14,5
7683,1/18/2025 3:24,Riyadh,Sushi,305.13,16,5
7684,10/5/2023 9:46,Hail,Vegetarian/Vegan,559.67,14,4
7685,9/30/2022 15:00,Dammam,Indian Cuisine,451.03,9,3
7686,2/9/2024 17:55,Tabuk,Pizzeria,403.99,11,4
7687,11/13/2023 18:08,Khobar,Italian Cuisine,278.30,9,4
7688,11/27/2023 0:29,Dammam,Indian Cuisine,758.97,15,5
7689,5/3/2023 3:43,Jeddah,Sushi,194.51,4,1
7690,1/17/2024 23:22,Tabuk,Italian Cuisine,763.49,18,2
7691,1/15/2025 7:46,Medina,Fast Food,769.47,15,2
7692,6/6/2024 6:40,Jeddah,Fast Food,189.64,7,4
7693,7/21/2022 8:17,Abha,Seafood,593.57,9,2
7694,3/29/2023 5:25,Buraidah,Seafood,325.15,19,4
7695,5/24/2024 15:23,Abha,Indian Cuisine,98.92,9,4
7696,7/1/2023 3:32,Riyadh,Pizzeria,475.95,20,2
7697,10/6/2022 6:27,Riyadh,Sweets,484.88,14,3
7698,3/21/2024 18:44,Jeddah,Barbecue,52.48,12,4
7699,12/8/2022 12:23,Riyadh,Sweets,639.23,9,3
